Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Medalla
Asia Wine Trophy 2013,Besigheimer Felsengarten Schwarzriesling Spätlese,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,semi dulce,tanque de acero,tinto,Schwarzriesling,11,4,"27,4",124,"5,99",Gold
Asia Wine Trophy 2013,Acolon Terra´S,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Acolon,13,"4,2",4,97,"4,99",Gold
Asia Wine Trophy 2013,Besigheimer Felsengarten Lemberger Spätlese,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Semi seco,tanque de acero,tinto,Lemberger,"11,5","5,5",15,95,"6,99",Gold
Asia Wine Trophy 2013,Collection Schloß Schnait Lemberger,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Lemberger,13,"4,6",4,115,"5,99",Silver
Asia Wine Trophy 2013,Estate Papaioannou,2010,A&G. Papaioannou  O.E.,Grecia,Peloponnes,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Agiorgitiko,13,"4,7","1,1",0,"6,2",Silver
Asia Wine Trophy 2013,1299 IGT,2010,Azienda Agricola la Sala,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Pugnitello,"13,27","5,4",0,100,20,Silver
Asia Wine Trophy 2013,Burbero,2012,Vinicola Venea,Italia,Abruzzo,Vino tranquilo,Seco,tanque de acero,tinto,Montepulciano,"13,5","5,64",4,84,"3,7",Silver
Asia Wine Trophy 2013,Vestigo,2010,Vinicola Venea,Italia,Abruzzo,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Montepulciano,"13,5",5,0,85,"5,9",Gold
Asia Wine Trophy 2013,Dornfelder  Rotwein - trocken,2012,Hügelland Weinhandel,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Dornfelder,"12,06","4,2","5,4",174,"4,3",Gold
Asia Wine Trophy 2013,Sulzfelder Maustal Spätburgunder trocken S-Line,2012,Weingut Roland Staudt,Alemania,Franken,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,48","5,3","2,5",83,12,Gold
Asia Wine Trophy 2013,Alte Steige Cuvee trocken,2012,Weingut Roland Staudt,Alemania,Franken,Vino tranquilo,Seco,tanque de acero,tinto,"Domina, Dornfelder, Cabernet Dorsa","13,37","4,5","2,1",90,"6,9",Gold
Asia Wine Trophy 2013,Cabernet Dorsa Spätlese trocken,2012,Weingut Roland Staudt,Alemania,Franken,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Dorsa,"13,31","4,8","5,2",120,9,Gold
Asia Wine Trophy 2013,Divus,2011,Bodegas Bleda,España,Murcia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Monastrell,15,"5,55",2,125,18,Gold
Asia Wine Trophy 2013,Hardys Stamp Shiraz Cabernet,2012,Accolade Wines,Australia,Riverland - South Australia,Vino tranquilo,Seco,tanque de acero,tinto,"Otros varietales, Shiraz, Cabernet Sauvignon","13,5","6,5",5,120,"4,99",Gold
Asia Wine Trophy 2013,Barbaresco Gaia Principe,2010,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Nebbiolo,16,5,"3,2",90,18,Gold
Asia Wine Trophy 2013,Barolo,2009,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,5",5,"2,5",90,14,Gold
Asia Wine Trophy 2013,Barolo Audace,2009,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Nebbiolo,"14,5",5,"2,5",90,18,Gold
Asia Wine Trophy 2013,Barolo Narciso,2009,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,5",5,"2,5",90,14,Gold
Asia Wine Trophy 2013,Nebbiolo Nativo,2011,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,5",5,"2,8",90,"6,5",Gold
Asia Wine Trophy 2013,2010 Spätburgunder*** trocken,2010,Weingut Karl Busch,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,3","4,6",4,109,"10,9",Gold
Asia Wine Trophy 2013,2009 Lemberger**** trocken,2009,Weingut Karl Busch,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Lemberger,"13,5",5,5,82,"21,5",Silver
Asia Wine Trophy 2013,Imperio Crianza,2009,Bodegas Navarro López,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"5,03",4,100,"5,4",Silver
Asia Wine Trophy 2013,Viña Rillago Crianza,2010,Bodegas Navarro López,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"5,03",4,100,"5,5",Gold
Asia Wine Trophy 2013,Imperio Gran Reserva,2005,Bodegas Navarro López,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,13,"4,8",4,110,"8,1",Gold
Asia Wine Trophy 2013,Raices  Syrah,2008,Bodegas Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Syrah,13,"4,8",2,100,9,Gold
Asia Wine Trophy 2013,"""Côtes du Rhône GM Signature Saint Vincent""""""""""",2012,GMDF,Francia,Rhône,Vino tranquilo,Seco,tanque de acero,tinto,"Grenache, Cinsault, Syrah",0,0,0,0,"5,99",Gold
Asia Wine Trophy 2013,Barbera d'Asti Superiore DOCG Roccanera,2011,Alibrianza srl/Cascina Radice,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Barbera,"15,45","5,25","2,9",123,10,Gold
Asia Wine Trophy 2013,Sarada Fusion,2011,Agricolas Aguaza,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Garnacha Tintorera, Monastrell","13,8","4,8","1,6",80,"4,5",Gold
Asia Wine Trophy 2013,Atela's blend,2007,Altinger Weinimport,Portugal,Ribatejo,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Alicante Bouschet, Cabernet Sauvignon, Touriga Nacional, Castelão","12,89",6,"2,5",100,"4,99",Gold
Asia Wine Trophy 2013,Vinália,2005,Altinger Weinimport,Portugal,Ribatejo,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Aragonez, Trincadeira, Castelão",13,"5,6","1,5",100,"9,5",Gold
Asia Wine Trophy 2013,edition noire,2011,Weingut Heinz Schneider,Alemania,Mosel,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Otros varietales,"12,7",0,"6,2",0,"9,9",Gold
Asia Wine Trophy 2013,Terra Lapidis Regent Barrique,2010,Weingut Heinz Schneider,Alemania,Mosel,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Regent,"13,3","5,3","5,6",0,14,Gold
Asia Wine Trophy 2013,Château Lagnet Réserve,2012,Les Trois Chateaux,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon","13,5","3,01",0,34,"4,75",Silver
Asia Wine Trophy 2013,Château Labatut Cuvée Prestige,2012,Les Trois Chateaux,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot","13,5",3,0,34,"4,95",Gold
Asia Wine Trophy 2013,oaklover's Dark Velvet,2009,Weingut W. Häfner,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Acolon, Cabernet Dorsa",12,5,4,86,"12,8",Gold
Asia Wine Trophy 2013,Zweigelt trocken,2012,Weingut W. Häfner,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Zweigelt,"12,5",5,4,86,7,Gold
Asia Wine Trophy 2013,Mureda Tempranillo,2012,Mureda Alimentación,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"14,4","5,1",1,62,"5,99",Silver
Asia Wine Trophy 2013,Rosso IGT Vieneti Delle Dolomiti I Leveri,2008,Peter Zemmer,Italia,Alto Adige,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Teroldego, Merlot","13,5","5,5",4,0,8,Silver
Asia Wine Trophy 2013,Château Duval d´Or,2010,Yvon Mau S.A.,Francia,St Emilion,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Franc, Merlot, Cabernet Sauvignon",14,"4,25","0,4",0,18,Gold
Asia Wine Trophy 2013,Otoñal,2012,Bodegas Olarra,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","5,5",4,0,5,Gold
Asia Wine Trophy 2013,Cerro Añon,2011,Bodegas Olarra,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Garnacha, Tempranillo, Mazuela",14,"5,5",4,0,7,Gold
Asia Wine Trophy 2013,Nero d' Avola Syrah Terre Siciliane IGT,2012,Schenk Italia SPA,Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,"Nero d´Avola, Syrah","12,5","5,36","6,77",0,"3,99",Silver
Asia Wine Trophy 2013,La Barbera Colli Bolognesi DOC,2012,Tenuta Bonzara,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,Barbera,"12,5","5,87",1,0,6,Gold
Asia Wine Trophy 2013,Calle Principal,2012,Bodegas Olarra,España,Toledo,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","12,5","5,05",4,0,"4,5",Gold
Asia Wine Trophy 2013,Chateau de Seglady,2012,Yvon Mau S.A.,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc",0,"3,4","0,5",0,12,Gold
Asia Wine Trophy 2013,Pietranera Brunello di Montalcino,2009,Soc. Agricola Centolani SRL,Italia,Montalcino,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Sangiovese,14,"5,6","2,62",0,19,Gold
Asia Wine Trophy 2013,Lambrusco Rosso Emilia IGT Cantine di Ora,sin añada,Vinicola Decordi SPA,Italia,Emilia-Romagna,Vino de aguja,semi dulce,tanque de acero,tinto,Lambrusco,8,"6,78","39,52",0,No especificado,Gold
Asia Wine Trophy 2013,Chianti Classico Palazzo Nobile,2011,Global Wines GmbH & Co. KG,Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,Sangiovese,13,"5,25","2,41",0,6,Gold
Asia Wine Trophy 2013,Chianti Classico Riserva Palazzo Nobile,2010,Global Wines GmbH & Co. KG,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Sangiovese,13,"5,56","3,19",0,6,Gold
Asia Wine Trophy 2013,Chianti Classico Palazzo Nobile,2010,Global Wines GmbH & Co. KG,Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,Sangiovese,13,"5,33","2,25",0,5,Gold
Asia Wine Trophy 2013,Cerro Añon,2009,Bodegas Olarra,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Garnacha, Tempranillo, Mazuela",14,"5,5",4,0,9,Gold
Asia Wine Trophy 2013,Lambrusco IGT Emilia Rosso,sin añada,Global Wines GmbH & Co. KG,Italia,Emilia-Romagna,Vino de aguja,semi dulce,tanque de acero,tinto,Lambrusco,8,"5,49","37,99",0,"2,79",Gold
Asia Wine Trophy 2013,"""14"""" Primitivo di Manduria""""""",sin añada,Global Wines GmbH & Co. KG,Italia,Puglia,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,0,"5,5",8,0,No especificado,Gold
Asia Wine Trophy 2013,Per Domenico,2011,Global Wines GmbH & Co. KG,Italia,Marken,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Syrah, Montepulciano, Sangiovese",13,"5,1","1,1",0,"2,99",Gold
Asia Wine Trophy 2013,2011 DANIEL Spätburgunder trocken,2011,Weingut Georg Müller Stiftung,Alemania,Rheingau,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Spätburgunder,"14,14","5,2","2,8",63,"19,8",Gold
Asia Wine Trophy 2013,"""Vinodoro"""" Negroamaro Salento IGP""""""",2010,Cantine San Marzano,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Negroamaro,"14,5","6,7","12,8",0,"19,99",Gold
Asia Wine Trophy 2013,"""Nerostella"""" Negroamaro Salento IGP""""""",2010,Cantine San Marzano,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Negroamaro,"14,5","6,9",12,0,"24,99",Gold
Asia Wine Trophy 2013,Lenz Moser Carpe Diem Prestige Cuveé Siegendorf,2010,Weinkellerei Lenz Moser,Austria,Burgenland,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Cabernet Franc","13,8","5,2","2,8",66,"9,99",Gold
Asia Wine Trophy 2013,"""Ilnobile"""" Rosso IGP Salento Negroamaro""""""",2012,Vinicola Mediterranea SRL,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Negroamaro,"13,9","5,6","3,2",0,No especificado,Gold
Asia Wine Trophy 2013,Chateau Tourteran,2010,DWM,Francia,k.A,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon",13,0,0,0,No especificado,Gold
Asia Wine Trophy 2013,"""Palacio de Mercado"" Crianza, DO, Grandes Bodegas",2008,Grandes Bodegas,España,Ribera del Duero,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"14,5","5,4","1,9",63,"13,8",Gold
Asia Wine Trophy 2013,"Malbec Atamisque, Bodega Atamisque",2009,Bodega Atamisque,Argentina,Mendoza,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Malbec,"14,5","6,4",2,83,"18,95",Gold
Asia Wine Trophy 2013,"Pinot Noir ""Block B"", Schubert Wines",2009,Schubert,Nueva Zelanda,Wairarapa-Martinborough,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Pinot Noir,"14,5",5,"0,9",24,"34,8",Silver
Asia Wine Trophy 2013,"Oristan Reserva, DO, Bodegas Lozano",2007,Lozano,España,La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Cabernet Sauvignon","13,5","5,4","1,7",12,"6,8",Gold
Asia Wine Trophy 2013,"Monastrell Selección Especial ""Atiza"", Julia Roch e Hijos",2011,Julia Roch e Hijos C.B.,España,Jumilla,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Monastrell,"14,5","5,1","1,8",48,"8,95",Gold
Asia Wine Trophy 2013,"Shiraz/Grenache Killerman's Run, Kilikanoon",2010,Kilikanoon,Australia,South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Mataro, Shiraz, Grenache","14,5","5,5",3,35,"18,95",Grand Gold
Asia Wine Trophy 2013,"Ansela van de Caab, Muratie Wine Estate",2009,Muratie Wine Estate,Sudáfrica,Coastal Region District Stellenbosch,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Cabernet Sauvignon, Merlot","14,5","6,7","2,5",50,"16,95",Silver
Asia Wine Trophy 2013,"Shiraz Oracle, Kilikanoon",2009,Kilikanoon,Australia,Clare Valley - South Australia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Shiraz,"14,5","5,7","2,6",10,"59,8",Gold
Asia Wine Trophy 2013,Gourmandise des Bois,2009,Domaine La Prade Mari,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Grenache","14,5",3,"1,4",40,"16,8",Silver
Asia Wine Trophy 2013,"Acústic, Montsant DO, Acústic Celler",2010,Acústic Celler,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Carinena, Garnacha","14,5",6,1,50,"14,8",Silver
Asia Wine Trophy 2013,"Brunello di Montalcino, DOCG, ""La Togata""",2007,Tenuta Carlina,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Sangiovese,13,"5,5","0,8",37,"39,8",Gold
Asia Wine Trophy 2013,"Enira, Bessa Valley Vinery",2008,Bessa Valley Vinery,Bulgária,Thrace,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Syrah, Merlot, Cabernet Sauvignon","14,5","5,3","3,9",105,"10,95",Gold
Asia Wine Trophy 2013,"Negroamaro Salento, ""Casato di Melzi"", Mabis",2010,Mabis Srl,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Negroamaro,"13,5","5,2","10,5",45,"7,95",Silver
Asia Wine Trophy 2013,"Braó Crianza, Acústic Celler",2010,Acústic Celler,España,Cataluña,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Samsó, Garnacha","14,5","5,5",1,97,"24,5",Silver
Asia Wine Trophy 2013,"Les Tourelles, Château de Chambert, Cahors AOC",2009,Château de Chambert,Francia,Cahors,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Malbec, Merlot","14,5","4,3","3,8",52,"8,17",Gold
Asia Wine Trophy 2013,"Roquers de Porrera Priorato Resera, Celler de l'Encastell",2007,Celler de l'Encastell,España,Priorat,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Garnacha, Syrah",15,"5,5","1,9",10,"37,8",Gold
Asia Wine Trophy 2013,"Spätburgunder und Cabernet Sauvignon, QbA, Neiss",2011,Neiss,Alemania,Pfalz,Vino tranquilo,Seco,tanque de acero,tinto,"Spätburgunder, Cabernet Sauvignon","13,5",5,3,50,"9,8",Gold
Asia Wine Trophy 2013,Rioja Reserva Heras Cordon,2005,Bodegas Heras-Cordon,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Mazuela, Tempranillo, Graciano",13,"4,7","2,5",21,"23,8",Gold
Asia Wine Trophy 2013,Domaine de Courtal,2011,Caves du Mont Tauch,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Carignan, Grenache, Syrah",14,"3,21","0,75",0,"5,8",Silver
Asia Wine Trophy 2013,Domanine Sainte Anne,2011,Caves du Mont Tauch,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Carignan, Grenache","14,39","3,21","0,82",0,"6,5",Silver
Asia Wine Trophy 2013,Reserve Sauvage,2012,Caves du Mont Tauch,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Grenache, Carignan, Syrah","14,25","3,5","0,93",0,7,Silver
Asia Wine Trophy 2013,Domaine Sainte Anne,2012,Caves du Mont Tauch,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Carignan, Grenache","14,27","3,5","0,96",0,6,Gold
Asia Wine Trophy 2013,Reserve Gut,2012,Caves du Mont Tauch,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Carignan, Grenache","13,79","3,44","0,96",0,5,Silver
Asia Wine Trophy 2013,Spätburgunder Rotwein trocken,2011,Reis- feine Weine !,Alemania,Mosel,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Spätburgunder,"12,5","5,4","7,6",80,"9,8",Gold
Asia Wine Trophy 2013,Himmeroder Hof Kardinal rot,2012,Vinothek,Alemania,Mosel,Vino tranquilo,Seco,tanque de acero,tinto,Dornfelder,"12,3","4,6","1,9",0,"4,5",Gold
Asia Wine Trophy 2013,Pinot Noir SH 09,2009,Vinothek,Alemania,Mosel,Vino tranquilo,Seco,tanque de acero,tinto,Pinot Noir,"14,5","4,3","1,8",0,"11,5",Silver
Asia Wine Trophy 2013,Pinot Noir SH 07,2007,Vinothek,Alemania,Mosel,Vino tranquilo,Seco,tanque de acero,tinto,Pinot Noir,"14,5","4,8","1,8",0,12,Gold
Asia Wine Trophy 2013,Aldi Chianti Classico Riserva DOCG,2010,Castellani,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Sangiovese,"12,7","5,8","0,5",105,"4,99",Gold
Asia Wine Trophy 2013,monasterio del pueyo tinto,2012,Bodega Pirineos sa,España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Tempranillo, Cabernet Sauvignon","13,5","5,7",2,58,"5,99",Gold
Asia Wine Trophy 2013,La Baume Reserve St. Paul,2012,Les Grands Chais de France,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Syrah,14,"4,85","11,6","0,41","5,99",Gold
Asia Wine Trophy 2013,La Baume Reserve St. Paul,2012,Les Grands Chais de France,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,14,"5,09","1,5","0,45","5,99",Gold
Asia Wine Trophy 2013,Cabernet Sauvignon,2011,Cavino,Grecia,Peloponnes,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,14,"5,7","2,2",0,"4,9",Gold
Asia Wine Trophy 2013,Taurasi,2008,Società Agricola Nativ Srl,Italia,k.A,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Aglianico di Taurasi,"14,5","5,78",3,0,10,Silver
Asia Wine Trophy 2013,Irpinia Aglianico DOC,2010,Società Agricola Nativ Srl,Italia,Taurasi Campania,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Aglianico,14,"5,99","6,3",0,7,Gold
Asia Wine Trophy 2013,Astrolabium Reserva,2010,"Dão Sul - Sociedade Vitivinícola, SA",Portugal,Beiras,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Alfrocheiro,13,"5,7","4,6",120,3,Gold
Asia Wine Trophy 2013,Barossa Tower Shiraz Primitivo,2012,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Shiraz, Primitivo","14,5","6,4",1,150,7,Grand Gold
Asia Wine Trophy 2013,Chateau Tanunda Newcastle,2012,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Mataro, Carignan, Cinsault, Shiraz, Grenache","14,5",7,"2,7",81,10,Gold
Asia Wine Trophy 2013,Chateau Tanunda Chorus Grenache Shiraz Mataro,2012,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Mataro, Grenache, Shiraz","14,5",7,1,150,10,Silver
Asia Wine Trophy 2013,The Chateau Greenock Shiraz,2011,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,15,7,1,150,12,Gold
Asia Wine Trophy 2013,The Chateau Ebenezer Shiraz,2011,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,15,7,1,150,12,Gold
Asia Wine Trophy 2013,Chateau Tanunda Shiraz Primitivo,2012,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Shiraz, Primitivo","13,4",6,"5,2",84,7,Gold
Asia Wine Trophy 2013,Chateau Tanunda Barossa Shiraz Zinfandel,2013,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Shiraz, Zinfandel","14,5","6,5",1,150,10,Gold
Asia Wine Trophy 2013,The Chateau Lyndoch Shiraz,2011,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,15,7,1,150,12,Gold
Asia Wine Trophy 2013,Kangaroo Bay Cabernet Shiraz,2012,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Shiraz","13,5","6,34","4,5",116,4,Gold
Asia Wine Trophy 2013,Chateau Tanunda Matthews Road Shiraz,2012,Château Tanunda,Australia,Barossa Valley - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,"14,8","6,4",1,150,10,Gold
